,0,weight,size
814,Plissee_20,2.33,87.7
87441,Plissee_20,2.33,99.3
84200,Jalousie,2.33,95.3
42228,Plissee_20,2.33,109.9
32058,Plissee_wa,2.33,142.9
11424,Plissee_20,2.33,146.3
70746,Plissee_20,2.33,130.7
62191,Rollo,2.33,140.0
4173,Plissee_wa,2.33,134.9
81068,Plissee_20,2.33,104.3
46060,Plissee_20,2.34,76.4
82317,Plissee_20,2.34,71.2
24927,Plissee_20,2.34,107.7
73909,Plissee_20,2.34,80.0
30121,Rollo,2.34,93.7
3451,Plissee_20,2.34,107.7
13495,Rollo,2.34,94.0
91151,Plissee_20,2.34,72.8
62539,Plissee_20,2.34,72.2
66433,Plissee_wa,2.34,83.7
22240,Plissee_20,2.34,124.0
24731,Jalousie,2.34,90.6
73318,Plissee_20,2.34,76.0
24639,Rollo,2.34,83.0
16098,Plissee_20,2.34,96.7
33129,Plissee_wa,2.34,119.2
81484,Jalousie,2.34,109.0
16764,Plissee_20,2.34,69.4
25952,Jalousie,2.34,90.0
27713,Rollo,2.34,136.0
37995,Rollo,2.34,78.5
27722,Rollo,2.34,135.0
21840,Jalousie,2.34,93.8
62216,Plissee_20,2.34,61.3
76992,Plissee_20,2.34,71.0
80152,Plissee_20,2.34,121.5
52262,Plissee_20,2.34,41.0
64951,Plissee_wa,2.34,74.0
25718,Plissee_20,2.34,58.5
40494,Plissee_wa,2.34,167.0
73647,Plissee_20,2.34,104.0
10868,Rollo,2.34,79.0
55037,Plissee_20,2.34,110.6
71230,Plissee_20,2.34,28.0
85802,Jalousie,2.34,57.1
85941,Plissee_20,2.34,87.8
59657,Plissee_20,2.34,73.7
24664,Jalousie,2.34,99.0
68913,Reparatur,2.34,97.0
72741,Plissee_20,2.34,81.8
32548,Rollo,2.34,103.8
10060,Plissee_wa,2.34,76.3
57034,Plissee_20,2.34,82.4
20441,Plissee_20,2.34,81.7
9189,Plissee_20,2.34,86.5
37660,Rollo,2.34,130.0
47757,Lamelle,2.34,155.5
88878,Plissee_wa,2.34,116.0
40202,Lamelle,2.34,117.0
31393,Plissee_20,2.34,100.0
67153,Plissee_20,2.34,107.2
58469,Plissee_wa,2.34,93.0
68177,Plissee_20,2.34,109.7
18140,Plissee_20,2.34,80.5
80357,Jalousie,2.34,125.0
60005,Plissee_20,2.34,74.3
71264,Plissee_20,2.34,57.3
59924,Plissee_20,2.34,91.0
59926,Rollo,2.34,105.5
58555,Plissee_20,2.34,52.0
51141,Plissee_20,2.34,94.0
64010,Jalousie,2.34,56.1
34572,Plissee_20,2.34,89.5
80831,Variorollo,2.34,126.5
70228,Rollo,2.34,125.0
4657,Plissee_20,2.34,139.0
30943,Plissee_20,2.34,80.0
20791,Plissee_20,2.34,50.7
20776,Plissee_20,2.34,56.7
77088,Plissee_20,2.34,59.0
3104,Plissee_20,2.34,108.3
76035,Plissee_20,2.34,99.2
54300,Plissee_wa,2.34,52.2
49238,Plissee_20,2.34,73.3
53526,Plissee_20,2.34,119.9
84553,Plissee_20,2.34,91.0
37689,Plissee_20,2.34,126.0
27354,Rollo,2.34,121.5
74332,Jalousie,2.34,75.8
79979,Plissee_20,2.34,73.0
30222,Plissee_20,2.34,62.2
16115,Plissee_20,2.34,59.6
17053,Plissee_20,2.34,58.4
920,Plissee_20,2.34,136.5
82235,Plissee_20,2.34,74.6
82295,Plissee_20,2.34,54.2
56310,Plissee_20,2.34,107.0
55255,Plissee_20,2.34,58.0
46483,Jalousie,2.34,89.2
15840,Plissee_20,2.34,191.6
42375,Plissee_20,2.34,92.0
59427,Plissee_20,2.34,78.3
26523,Jalousie,2.34,84.5
37040,Rollo,2.34,129.0
84796,Rollo,2.34,99.5
23016,Plissee_20,2.34,42.7
27208,Plissee_20,2.34,127.7
54611,Plissee_20,2.34,115.0
90332,Plissee_20,2.34,104.8
52847,Plissee_20,2.34,119.0
76274,Jalousie,2.34,100.0
63966,Plissee_20,2.34,86.4
63732,Plissee_20,2.34,88.5
37332,Plissee_20,2.34,103.5
18350,Plissee_20,2.34,95.0
15509,Plissee_20,2.34,112.3
75246,Plissee_wa,2.34,116.0
43227,Plissee_20,2.34,98.5
78912,Plissee_20,2.34,81.5
14844,Rollo,2.34,72.4
19458,Plissee_20,2.34,93.6
43071,Plissee_wa,2.34,125.8
78918,Jalousie,2.34,7.0
53085,Plissee_20,2.34,121.5
53138,Plissee_20,2.34,115.0
63330,Rollo,2.34,103.4
44370,Plissee_20,2.34,110.7
83288,Plissee_20,2.34,88.5
37565,Plissee_wa,2.34,69.7
2597,Jalousie,2.34,105.0
79147,Plissee_20,2.34,115.0
50264,Plissee_20,2.34,104.4
23571,Plissee_20,2.34,90.0
83135,Plissee_20,2.34,117.7
63469,Rollo,2.34,103.8
2280,Plissee_20,2.34,104.5
81437,Rollo,2.34,94.0
67400,Plissee_20,2.34,61.3
6052,Plissee_20,2.34,86.7
18846,Plissee_20,2.34,96.0
30081,Plissee_wa,2.34,127.5
73813,Rollo,2.34,100.0
86462,Plissee_20,2.34,82.3
55936,Plissee_20,2.34,121.0
89631,Plissee_wa,2.34,85.2
58937,Plissee_20,2.34,51.6
21372,Rollo,2.34,110.0
14037,Plissee_20,2.34,49.1
91169,Rollo,2.34,94.0
22185,Plissee_20,2.34,131.7
43970,Plissee_20,2.34,98.0
31235,Plissee_20,2.34,73.0
13612,Plissee_20,2.34,86.5
55677,Plissee_wa,2.34,116.0
70882,Plissee_20,2.34,127.0
86146,Jalousie,2.34,100.0
113,Plissee_20,2.34,77.0
36819,Plissee_20,2.34,104.8
63363,Plissee_wa,2.35,79.2
56128,Plissee_20,2.35,80.0
64620,Plissee_wa,2.35,8.0
67815,Rollo,2.35,98.0
76485,Plissee_20,2.35,74.0
75102,Rollo,2.35,116.0
68450,Plissee_20,2.35,74.8
4283,Plissee_wa,2.35,155.7
32750,Plissee_20,2.35,56.0
338,Rollo,2.35,117.0
55776,Plissee_20,2.35,77.0
26016,Plissee_20,2.35,67.7
81812,Plissee_20,2.35,76.0
52188,Plissee_20,2.35,97.2
39230,Plissee_wa,2.35,80.7
36619,Plissee_20,2.35,85.5
35824,Rollo,2.35,117.0
47008,Plissee_20,2.35,91.0
23780,Plissee_20,2.35,97.8
23768,Plissee_20,2.35,122.0
10555,Rollo,2.35,110.0
34949,Plissee_20,2.35,183.8
25924,Plissee_20,2.35,48.7
2174,Plissee_wa,2.35,85.5
12546,Plissee_20,2.35,85.6
78533,Rollo,2.35,120.0
63781,Plissee_20,2.35,93.0
73183,Plissee_20,2.35,81.3
46726,Plissee_20,2.35,84.1
85061,Plissee_20,2.35,121.5
48066,Plissee_wa,2.35,44.5
22292,Jalousie,2.35,110.0
31259,Plissee_20,2.35,200.0
7526,Rollo,2.35,113.0
64590,Plissee_wa,2.35,100.1
59429,Plissee_20,2.35,91.4
25225,Faltrollo,2.35,90.0
75434,Plissee_20,2.35,97.6
74388,Plissee_wa,2.35,71.0
79591,Rollo,2.35,100.3
81231,Plissee_20,2.35,124.0
84152,Plissee_20,2.35,93.6
43624,Plissee_wa,2.35,86.5
82159,Plissee_20,2.35,116.0
31855,Plissee_20,2.35,105.7
82123,Plissee_wa,2.35,107.2
28652,Plissee_20,2.35,58.2
74056,Plissee_20,2.35,70.3
74210,Plissee_20,2.35,90.5
10434,Plissee_20,2.35,113.0
53121,Plissee_20,2.35,227.1
86882,Jalousie,2.35,100.0
79802,Plissee_20,2.35,77.5
15164,Plissee_20,2.35,90.0
10460,Plissee_20,2.35,120.6
79104,Plissee_wa,2.35,103.2
63222,Plissee_20,2.35,83.0
74032,Plissee_20,2.35,72.2
58548,Fvorhang,2.35,60.0
17948,Plissee_wa,2.35,111.0
90127,Plissee_20,2.35,126.5
51171,Plissee_20,2.35,62.7
53384,Plissee_20,2.35,96.5
34852,Plissee_20,2.35,115.5
87340,Plissee_20,2.35,113.0
4891,Plissee_20,2.35,122.0
20842,Plissee_wa,2.35,94.7
28144,Plissee_20,2.35,74.2
43566,Plissee_wa,2.35,65.5
87232,Lamelle,2.35,149.7
66277,Plissee_20,2.35,92.0
43389,Plissee_20,2.35,136.5
74342,Jalousie,2.35,92.6
40094,Plissee_20,2.35,106.5
4392,Plissee_wa,2.35,101.9
35301,Plissee_20,2.35,74.7
72384,Plissee_20,2.35,128.8
55211,Rollo,2.35,100.0
92265,Plissee_20,2.35,70.0
14637,Plissee_20,2.35,67.4
29500,Rollo,2.35,88.0
46567,Jalousie,2.35,50.5
66220,Plissee_20,2.35,108.7
2669,Plissee_20,2.35,123.4
79117,Jalousie,2.35,94.0
13028,Rollo,2.35,80.0
73059,Plissee_20,2.35,119.0
2160,Jalousie,2.35,61.5
28984,Plissee_20,2.35,160.2
77149,Jalousie,2.35,86.0
77135,Plissee_20,2.35,83.6
19832,Plissee_20,2.35,102.0
5364,Plissee_20,2.35,78.4
46640,Jalousie,2.35,81.0
56484,Reparatur,2.35,56.1
78078,Plissee_20,2.35,89.0
62933,Lamelle,2.35,130.0
49296,Plissee_wa,2.35,96.0
14464,Plissee_wa,2.35,102.3
68925,Plissee_20,2.35,94.0
56316,Jalousie,2.35,82.6
17613,Plissee_20,2.35,110.0
42461,Plissee_20,2.35,85.0
71183,Reparatur,2.35,99.9
51341,Endkappen,2.35,121.8
71191,Plissee_20,2.35,84.1
5088,Plissee_wa,2.35,91.7
89165,Rollo,2.35,116.0
57948,Plissee_20,2.35,125.2
47951,Rollo,2.35,60.0
24675,Rollo,2.35,103.0
24669,Plissee_20,2.35,88.0
50755,Plissee_20,2.35,61.2
69705,Plissee_20,2.35,61.7
14574,Rollo,2.35,66.0
91659,Rollo,2.35,99.5
88250,Plissee_20,2.35,119.6
40413,Plissee_20,2.35,85.2
70591,Plissee_20,2.35,73.4
75696,Jalousie,2.35,91.1
7256,Plissee_20,2.35,123.7
4603,Plissee_20,2.35,78.7
57169,Plissee_20,2.35,89.8
61636,Jalousie,2.35,75.4
57433,Plissee_20,2.35,124.9
3709,Rollo,2.35,105.0
58867,Plissee_20,2.35,95.5
81973,Plissee_20,2.35,105.6
33658,Plissee_20,2.35,75.2
86123,Plissee_20,2.35,113.5
51893,Plissee_20,2.35,136.0
36469,Plissee_20,2.35,79.7
66067,Plissee_wa,2.35,71.5
85470,Plissee_20,2.35,98.7
33119,Plissee_wa,2.35,117.4
15221,Plissee_20,2.35,108.4
58799,Plissee_20,2.35,123.3
74414,Rollo,2.35,125.8
86438,Plissee_20,2.35,105.9
7958,Plissee_20,2.35,132.0
5987,Rollo,2.35,77.5
89282,Faltrollo,2.35,115.5
10541,Plissee_20,2.35,57.7
91886,Plissee_20,2.35,73.8
48897,Plissee_20,2.35,97.5
3516,Plissee_wa,2.35,80.0
72420,Plissee_wa,2.35,83.8
70844,Plissee_20,2.35,125.9
55976,Plissee_20,2.35,79.5
45417,Plissee_20,2.35,109.0
81209,Rollo,2.35,124.0
66717,Plissee_20,2.36,82.2
86391,Plissee_20,2.36,81.7
55619,Plissee_20,2.36,52.5
65319,Rollo,2.36,94.0
39371,Rollo,2.36,182.1
53798,Rollo,2.36,100.0
21907,Plissee_20,2.36,86.5
13937,Plissee_20,2.36,120.2
9685,Plissee_20,2.36,127.0
72421,Plissee_20,2.36,102.7
51700,Plissee_wa,2.36,79.7
31924,Rollo,2.36,70.0
38133,Plissee_20,2.36,77.0
92427,Plissee_wa,2.36,80.2
82299,Plissee_20,2.36,64.2
62392,Plissee_20,2.36,103.7
61896,Plissee_20,2.36,121.5
69220,Plissee_wa,2.36,98.5
87999,Plissee_20,2.36,66.6
74148,Plissee_20,2.36,84.0
50183,Rollo,2.36,80.5
11267,Plissee_20,2.36,71.0
64829,Plissee_20,2.36,85.6
52254,Plissee_20,2.36,64.8
16194,Plissee_20,2.36,64.7
35731,Plissee_20,2.36,110.8
27065,Plissee_wa,2.36,92.5
89255,Rollo,2.36,94.0
60510,Plissee_20,2.36,77.7
51758,Rollo,2.36,94.0
51851,Jalousie,2.36,75.0
21332,Plissee_20,2.36,79.0
11643,Plissee_20,2.36,83.7
30018,Plissee_20,2.36,75.2
57392,Rollo,2.36,100.0
25732,Plissee_20,2.36,43.5
30122,Plissee_20,2.36,94.2
24757,Plissee_20,2.36,121.5
39417,Rollo,2.36,94.0
32636,Plissee_20,2.36,93.4
72842,Plissee_wa,2.36,99.5
82428,Plissee_20,2.36,83.3
61128,Rollo,2.36,128.0
33948,Plissee_20,2.36,94.1
8717,Plissee_20,2.36,131.5
15542,Plissee_20,2.36,122.7
80289,Plissee_20,2.36,102.0
22636,Rollo,2.36,127.5
57739,Plissee_20,2.36,73.8
10827,Plissee_20,2.36,99.0
13084,Plissee_20,2.36,106.5
87848,Rollo,2.36,98.1
41611,Rollo,2.36,95.3
42884,Plissee_20,2.36,73.1
53323,Plissee_20,2.36,90.4
2671,Plissee_wa,2.36,62.5
22260,Fvorhang,2.36,185.0
91456,Rollo,2.36,115.0
61839,Plissee_20,2.36,125.9
64403,Jalousie,2.36,90.7
3287,Plissee_20,2.36,49.5
35410,Rollo,2.36,94.0
27379,Rollo,2.36,165.3
3258,Plissee_wa,2.36,102.0
35285,Plissee_20,2.36,72.5
57640,Rollo,2.36,105.7
66940,Plissee_20,2.36,120.9
20467,Plissee_20,2.36,157.7
20478,Jalousie,2.36,77.0
34850,Plissee_wa,2.36,121.5
84247,Plissee_20,2.36,83.0
44075,Rollo,2.36,103.8
51128,Jalousie,2.36,110.0
79950,Plissee_20,2.36,107.2
53481,Faltrollo,2.36,86.0
71851,Plissee_20,2.36,122.4
63140,Pruefung,2.36,99.9
27146,Plissee_20,2.36,66.9
46602,Rollo,2.36,78.5
60672,Plissee_20,2.36,88.5
76705,Fvorhang,2.36,155.0
19560,Rollo,2.36,101.8
85237,Fvorhang,2.36,50.0
5509,Plissee_20,2.36,117.4
63770,Plissee_20,2.36,114.5
14981,Plissee_20,2.36,137.5
68781,Plissee_20,2.36,61.4
26349,Plissee_wa,2.36,108.7
44985,Plissee_20,2.36,77.0
11074,Reparatur,2.36,74.3
52346,Plissee_20,2.36,86.5
82366,Plissee_20,2.36,119.3
87629,Plissee_20,2.36,94.8
42309,Jalousie,2.36,70.0
59409,Plissee_20,2.36,82.8
69347,Plissee_20,2.36,97.8
24424,Plissee_20,2.36,102.3
85962,Plissee_20,2.36,123.0
36308,Jalousie,2.36,78.5
62521,Plissee_20,2.36,60.9
89840,Plissee_20,2.36,60.0
89827,Plissee_20,2.36,98.8
70601,Plissee_20,2.36,58.5
40883,Rollo,2.36,110.0
19665,Rollo,2.36,111.3
60797,Plissee_20,2.36,111.6
19674,Plissee_20,2.36,76.2
63621,Rollo,2.36,113.0
12560,Plissee_wa,2.36,105.7
54962,Plissee_20,2.36,82.3
71433,Plissee_20,2.36,106.9
64009,Jalousie,2.36,104.0
56513,Plissee_20,2.36,93.5
40954,Plissee_wa,2.36,106.5
73793,Reparatur,2.36,99.9
58300,Rollo,2.36,83.7
35644,Plissee_20,2.36,77.1
21649,Plissee_20,2.36,95.0
43841,Rollo,2.36,100.0
43840,Jalousie,2.36,80.0
36593,Plissee_20,2.36,83.3
76427,Plissee_wa,2.36,78.0
55424,Plissee_20,2.36,226.1
76424,Plissee_20,2.36,51.0
84092,Plissee_20,2.36,126.5
17961,Plissee_20,2.37,44.2
29339,Plissee_20,2.37,92.0
6467,Jalousie,2.37,58.4
71255,Plissee_20,2.37,66.2
6909,Fvorhang,2.37,60.0
47138,Plissee_20,2.37,91.5
13421,Jalousie,2.37,100.0
55796,Plissee_20,2.37,94.9
55905,Plissee_20,2.37,71.7
77573,Plissee_20,2.37,87.5
17711,Rollo,2.37,200.0
25677,Plissee_wa,2.37,70.9
25664,Plissee_20,2.37,79.5
40673,Rollo,2.37,100.0
69237,Plissee_wa,2.37,38.3
71182,Plissee_20,2.37,97.0
35807,Plissee_20,2.37,93.2
87619,Rollo,2.37,140.0
87636,Plissee_20,2.37,77.5
79600,Rollo,2.37,140.0
9869,Plissee_20,2.37,88.0
35717,Rollo,2.37,81.0
2197,Plissee_wa,2.37,65.5
31036,Plissee_wa,2.37,88.9
27159,Faltrollo,2.37,129.0
31071,Plissee_20,2.37,96.8
31103,Plissee_wa,2.37,86.4
37512,Plissee_20,2.37,103.4
35637,Plissee_20,2.37,88.5
23065,Plissee_20,2.37,127.2
9738,Rollo,2.37,85.0
35456,Plissee_20,2.37,61.0
40163,Jalousie,2.37,53.2
24051,Plissee_20,2.37,82.8
87299,Plissee_20,2.37,59.0
83601,Plissee_20,2.37,84.0
2642,Jalousie,2.37,102.0
72904,Plissee_20,2.37,94.1
6057,Plissee_20,2.37,76.2
65490,Plissee_20,2.37,80.0
73629,Plissee_20,2.37,91.4
55514,Rollo,2.37,103.8
11207,Rollo,2.37,117.0
11158,Plissee_20,2.37,85.7
42969,Plissee_wa,2.37,106.0
75040,Plissee_20,2.37,85.0
77113,Plissee_20,2.37,98.7
26763,Plissee_20,2.37,60.4
83619,Plissee_20,2.37,91.4
41510,Plissee_20,2.37,121.7
83535,Plissee_20,2.37,72.5
58016,Plissee_20,2.37,61.0
21950,Rollo,2.37,108.0
36016,Plissee_20,2.37,94.7
77848,Jalousie,2.37,90.0
46638,Jalousie,2.37,81.3
41596,Plissee_20,2.37,46.0
22194,Plissee_20,2.37,83.1
27424,Rollo,2.37,95.5
35059,Plissee_20,2.37,83.2
48591,Plissee_wa,2.37,58.5
82680,Plissee_20,2.37,97.7
54757,Rollo,2.37,200.0
88793,Plissee_20,2.37,120.3
30628,Rollo,2.37,118.0
39688,Plissee_20,2.37,75.0
41630,Plissee_20,2.37,83.5
3404,Plissee_20,2.37,74.9
53304,Plissee_20,2.37,110.3
64743,Plissee_20,2.37,56.8
73527,Plissee_20,2.37,58.5
73484,Plissee_20,2.37,74.4
50005,Plissee_20,2.37,91.5
19549,Inschutz,2.37,9.5
76508,Reparatur,2.37,110.0
5674,Plissee_20,2.37,91.6
15325,Jalousie,2.37,57.5
64171,Rollo,2.37,103.8
48627,Jalousie,2.37,100.0
43779,Jalousie,2.37,106.0
3789,Plissee_20,2.37,87.7
58146,Rollo,2.37,94.0
62100,Rollo,2.37,85.0
38192,Jalousie,2.37,94.6
82587,Rollo,2.37,97.3
73302,Rollo,2.37,97.3
12576,Fvorhang,2.37,62.0
61827,Plissee_wa,2.37,101.9
34892,Plissee_20,2.37,76.8
72383,Plissee_20,2.37,99.2
8800,Plissee_20,2.37,98.5
8677,Plissee_20,2.37,142.4
30254,Plissee_20,2.37,97.3
72215,Rollo,2.37,118.5
31675,Plissee_20,2.37,91.0
49018,Plissee_wa,2.37,52.0
33218,Rollo,2.37,150.0
61606,Plissee_20,2.37,48.5
34348,Rollo,2.37,97.3
90663,Plissee_wa,2.37,85.0
918,Plissee_20,2.37,87.3
7716,Plissee_20,2.37,71.3
70890,Plissee_20,2.37,29.1
76765,Plissee_20,2.37,81.8
28599,Plissee_20,2.37,70.8
28574,Rollo,2.37,83.0
84946,Plissee_20,2.37,99.0
51932,Plissee_20,2.37,76.6
28505,Plissee_20,2.37,122.9
8164,Jalousie,2.37,65.5
26560,Plissee_20,2.37,119.7
26535,Plissee_20,2.37,95.7
20693,Plissee_wa,2.37,104.7
75199,Faltrollo,2.37,129.5
90870,Jalousie,2.37,109.0
52147,Plissee_20,2.37,103.5
75156,Plissee_20,2.37,117.0
38415,Plissee_20,2.37,78.7
86486,Plissee_20,2.37,80.4
89601,Plissee_20,2.37,77.5
56297,Plissee_20,2.37,93.0
37013,Plissee_20,2.37,115.0
86332,Plissee_20,2.37,98.0
90841,Jalousie,2.37,48.0
34573,Rollo,2.37,94.0
29346,Plissee_20,2.37,62.5
56005,Plissee_20,2.37,114.2
60059,Jalousie,2.37,130.1
90108,Plissee_20,2.37,72.5
60178,Rollo,2.37,104.0
18638,Plissee_20,2.37,84.7
68574,Fvorhang,2.37,180.0
2450,Plissee_20,2.37,91.8
23837,Fvorhang,2.37,50.0
40126,Rollo,2.37,90.0
44500,Plissee_20,2.37,97.2
65360,Plissee_20,2.37,60.2
65366,Plissee_20,2.37,80.3
45440,Plissee_20,2.37,94.0
17993,Rollo,2.37,87.0
73796,Plissee_20,2.37,110.5
55641,Plissee_20,2.38,80.4
91778,Plissee_20,2.38,113.6
57205,Plissee_20,2.38,116.0
71161,Reparatur,2.38,59.5
80519,Plissee_wa,2.38,93.5
7116,Plissee_20,2.38,194.0
7068,Rollo,2.38,66.5
90371,Plissee_20,2.38,117.3
45324,Plissee_20,2.38,71.5
17767,Plissee_20,2.38,116.3
17791,Rollo,2.38,95.0
29377,Reparatur,2.38,99.9
75805,Plissee_20,2.38,106.0
18632,Plissee_wa,2.38,124.7
6196,Plissee_wa,2.38,68.0
73719,Plissee_20,2.38,61.4
84844,Plissee_20,2.38,89.5
1716,Plissee_20,2.38,122.2
68564,Rollo,2.38,99.5
77156,Fvorhang,2.38,55.0
31380,Plissee_20,2.38,61.0
92043,Plissee_20,2.38,100.5
63822,Plissee_20,2.38,64.7
82882,Plissee_20,2.38,70.0
57502,Rollo,2.38,81.8
80215,Jalousie,2.38,89.7
60444,Rollo,2.38,99.8
81357,Plissee_20,2.38,78.3
63131,Plissee_20,2.38,100.0
83446,Fvorhang,2.38,180.0
30978,Plissee_20,2.38,99.1
83584,Plissee_20,2.38,136.2
10357,Plissee_20,2.38,60.9
2722,Plissee_20,2.38,99.5
57570,Rollo,2.38,133.7
63959,Plissee_20,2.38,129.0
32485,Rollo,2.38,97.4
54621,Plissee_wa,2.38,84.5
30887,Plissee_20,2.38,121.5
77111,Plissee_20,2.38,106.0
77115,Rollo,2.38,85.0
77102,Plissee_20,2.38,57.1
74311,Plissee_20,2.38,77.5
47939,Jalousie,2.38,52.8
9499,Plissee_20,2.38,91.3
50023,Plissee_wa,2.38,61.3
72053,Plissee_20,2.38,57.2
24889,Plissee_wa,2.38,95.1
61257,Plissee_20,2.38,133.5
39380,Rollo,2.38,107.4
56356,Plissee_20,2.38,103.0
4719,Plissee_20,2.38,85.5
34732,Plissee_20,2.38,93.5
73253,Plissee_20,2.38,70.0
73254,Plissee_20,2.38,69.1
39773,Jalousie,2.38,82.0
30856,Rollo,2.38,98.6
48165,Plissee_20,2.38,120.5
62511,Plissee_20,2.38,85.5
57923,Plissee_wa,2.38,91.5
24322,Plissee_20,2.38,83.4
46632,Plissee_wa,2.38,98.5
79152,Plissee_20,2.38,84.9
53655,Faltrollo,2.38,91.0
41460,Plissee_20,2.38,104.8
91677,Plissee_20,2.38,131.2
92446,Faltrollo,2.38,70.9
71739,Plissee_wa,2.38,74.9
66449,Plissee_wa,2.38,105.6
14766,Plissee_20,2.38,60.5
70219,Plissee_20,2.38,114.2
43851,Plissee_20,2.38,99.9
81167,Jalousie,2.38,61.0
43918,Jalousie,2.38,115.3
10583,Plissee_20,2.38,121.6
70289,Rollo,2.38,100.0
30679,Plissee_20,2.38,82.3
61310,Plissee_20,2.38,95.5
4863,Plissee_20,2.38,86.0
55147,Reparatur,2.38,78.8
84451,Plissee_wa,2.38,83.6
76809,Rollo,2.38,65.0
37101,Rollo,2.38,80.5
73382,Rollo,2.38,152.0
29912,Jalousie,2.38,63.6
5426,Rollo,2.38,82.0
84835,Plissee_20,2.38,118.0
59045,Rollo,2.38,132.0
39657,Fvorhang,2.38,120.0
8880,Plissee_20,2.38,88.4
31563,Rollo,2.38,94.0
12696,Plissee_wa,2.38,59.3
21494,Plissee_20,2.38,104.5
68220,Plissee_wa,2.38,111.2
58336,Plissee_wa,2.38,55.6
60802,Plissee_20,2.38,97.9
7610,Plissee_20,2.38,89.3
59336,Jalousie,2.38,76.3
80944,Plissee_20,2.38,183.6
61746,Fvorhang,2.38,80.0
61748,Plissee_wa,2.38,132.6
52736,Plissee_20,2.38,26.5
30411,Plissee_wa,2.38,48.2
61774,Plissee_20,2.38,77.0
31638,Plissee_20,2.38,175.0
76921,Plissee_20,2.38,64.8
74439,Rollo,2.38,94.0
81182,Rollo,2.38,100.0
39231,Plissee_20,2.38,70.3
92388,Plissee_20,2.38,75.6
842,Jalousie,2.38,86.0
84252,Plissee_20,2.38,86.5
21151,Rollo,2.38,98.0
72318,Jalousie,2.38,108.0
40834,Plissee_20,2.38,123.1
43546,Plissee_20,2.38,80.5
1431,Plissee_20,2.38,99.5
33339,Plissee_wa,2.38,59.5
54346,Plissee_wa,2.38,63.7
31325,Jalousie,2.38,111.0
31311,Rollo,2.38,142.0
74160,Rollo,2.38,129.0
23683,Plissee_20,2.38,82.2
18424,Plissee_20,2.38,82.0
74884,Reparatur,2.38,77.0
29207,Plissee_20,2.38,100.0
6675,Rollo,2.38,95.3
59800,Plissee_wa,2.38,117.5
45471,Rollo,2.38,93.5
45190,Rollo,2.38,117.3
63642,Rollo,2.38,120.0
73465,Plissee_20,2.38,67.0
78369,Plissee_20,2.38,93.6
46012,Plissee_20,2.38,48.7
55276,Plissee_20,2.38,116.0
7886,Plissee_20,2.38,47.0
20052,Plissee_wa,2.39,53.4
86461,Plissee_20,2.39,80.4
8001,Plissee_20,2.39,67.7
2656,Plissee_20,2.39,89.2
44627,Plissee_20,2.39,97.6
77872,Plissee_20,2.39,88.5
63933,Plissee_20,2.39,98.4
33858,Plissee_20,2.39,70.0
40584,Rollo,2.39,95.3
65576,Jalousie,2.39,95.0
82,Plissee_20,2.39,64.7
18210,Plissee_20,2.39,125.5
18168,Plissee_20,2.39,54.6
66,Plissee_wa,2.39,67.4
81768,Plissee_20,2.39,88.3
44781,Plissee_wa,2.39,104.2
71346,Rollo,2.39,100.9
50744,Plissee_20,2.39,90.0
47141,Plissee_wa,2.39,101.7
74171,Fvorhang,2.39,68.0
47104,Plissee_20,2.39,83.2
70461,Rollo,2.39,56.0
79876,Plissee_20,2.39,97.0
51715,Rollo,2.39,90.0
57472,Plissee_20,2.39,31.4
68480,Plissee_20,2.39,65.0
37323,Lamelle,2.39,160.0
63849,Jalousie,2.39,80.0
73026,Plissee_20,2.39,88.0
22686,Rollo,2.39,60.0
37603,Jalousie,2.39,79.5
17184,Plissee_20,2.39,71.7
31880,Plissee_20,2.39,33.8
60467,Plissee_wa,2.39,112.7
50317,Plissee_20,2.39,113.5
28936,Plissee_20,2.39,115.8
78657,Plissee_wa,2.39,127.8
64514,Jalousie,2.39,80.8
67917,Plissee_20,2.39,64.9
465,Plissee_20,2.39,191.5
32028,Jalousie,2.39,95.6
69144,Rollo,2.39,80.0
70485,Rollo,2.39,120.6
56516,Plissee_20,2.39,47.3
52515,Jalousie,2.39,99.1
21220,Plissee_20,2.39,73.2
48784,Plissee_20,2.39,54.7
38068,Plissee_20,2.39,83.0
69510,Rollo,2.39,81.0
48902,Plissee_20,2.39,90.2
15535,Plissee_20,2.39,122.0
33578,Plissee_20,2.39,77.5
25255,Rollo,2.39,93.0
82543,Plissee_20,2.39,107.7
44766,Jalousie,2.39,100.0
10871,Jalousie,2.39,81.8
88115,Jalousie,2.39,125.0
9369,Fvorhang,2.39,60.0
37776,Plissee_20,2.39,78.7
69615,Jalousie,2.39,107.3
91583,Rollo,2.39,150.0
7409,Plissee_20,2.39,61.4
85160,Plissee_wa,2.39,116.0
50163,Plissee_20,2.39,75.5
89831,Plissee_20,2.39,104.5
57816,Plissee_20,2.39,83.6
5924,Plissee_20,2.39,63.2
90544,Plissee_20,2.39,48.0
28321,Rollo,2.39,95.0
78809,Plissee_20,2.39,106.0
52281,Plissee_20,2.39,95.0
90655,Plissee_20,2.39,97.0
10131,Jalousie,2.39,112.1
2490,Plissee_20,2.39,88.1
72105,Plissee_20,2.39,56.3
28588,Plissee_20,2.39,70.6
19593,Plissee_20,2.39,90.4
889,Plissee_20,2.39,62.2
70686,Plissee_20,2.39,73.8
74453,Plissee_20,2.39,97.2
15207,Plissee_wa,2.39,39.5
